"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"PO32766"|"3886217"|"20170809"|"20170809"|"PO32766"|"20170726"|"FO20170726_PO32766"|"Buggygear"|"RB3A020972"|"BUGGYGEAR-BDECOBLK-BUGGYGUARD DECO STROLLER LOCKS - BLACK"|"0000000012"|"0000000012"
"PO32766"|"3886217"|"20170809"|"20170809"|"PO32766"|"20170726"|"FO20170726_PO32766"|"Buggygear"|"RB3A021135"|"BUGGYGEAR-BHRTHKRED-HEART SHAPED STROLLER HOOK - SILVER/RED"|"0000000024"|"0000000024"
"PO32817"|"3887217"|"20170809"|"20170809"|"PO32817"|"20170801"|"FO20170801_PO32817"|"Liliputi"|"RB3A017517"|"LILIPUTI-2006002020181-Marsupio Rainbow Line Feather"|"0000000001"|"0000000001"
"PO32817"|"3887217"|"20170809"|"20170809"|"PO32817"|"20170801"|"FO20170801_PO32817"|"Liliputi"|"RB3A017523"|"LILIPUTI-2006003010143-Marsupio Mei Tai Skully"|"0000000003"|"0000000003"
"PO32817"|"3887217"|"20170809"|"20170809"|"PO32817"|"20170801"|"FO20170801_PO32817"|"Liliputi"|"RB3A017530"|"LILIPUTI-2006004020158-Stretchy Wrap Robo Kids"|"0000000001"|"0000000001"
"PO32817"|"3887217"|"20170809"|"20170809"|"PO32817"|"20170801"|"FO20170801_PO32817"|"Liliputi"|"RB3A017533"|"LILIPUTI-2006004020110-Stretchy Wrap Skully"|"0000000001"|"0000000001"
"PO32835"|"3885217"|"20170809"|"20170809"|"PO32835"|"20170804"|"FO20170804_PO32835"|"ANORAK"|"RB3A021283"|"ANORAK-PB-BA-Coperta Picnic Tassi"|"0000000005"|"0000000005"
"PO32835"|"3885217"|"20170809"|"20170809"|"PO32835"|"20170804"|"FO20170804_PO32835"|"ANORAK"|"RB3A021284"|"ANORAK-PB-HHB-Coperta Picnic Ricci"|"0000000005"|"0000000005"
"PO32835"|"3885217"|"20170809"|"20170809"|"PO32835"|"20170804"|"FO20170804_PO32835"|"ANORAK"|"RB3A021285"|"ANORAK-PB-SQ-Coperta Picnic Scoiattoli"|"0000000005"|"0000000005"
"PO32835"|"3885217"|"20170809"|"20170809"|"PO32835"|"20170804"|"FO20170804_PO32835"|"ANORAK"|"RB3A021292"|"ANORAK-TB-HH-Borsa da Toeletta Grande Ricci"|"0000000005"|"0000000005"
