"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000527"|"20170804"|"#35017"|"20170803"|"0000000001"|"RB3A021331"|"FOLLOW KIDS-8058333230009_ROSSO-Bracciale GPS Rosso"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34989"|"20170803"|"0000000001"|"RBGIFT50"|"RocketBaby-GiftCard da 50�"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34999"|"20170803"|"0000000001"|"RB3A020995"|"MINILAND-89160-Elefantino con Registratore Vocale BeMyBuddy"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34965"|"20170803"|"0000000001"|"RB3A015200"|"INNOBABY-IN-AQ-F02-Innobaby - AquaHeat Food Warmer - MEGA - 22 oz"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34921"|"20170802"|"0000000001"|"RB3A021327"|"FOLLOW KIDS-8058333230009_ROSA-Bracciale GPS Rosa"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34904"|"20170802"|"0000000001"|"RB3A021328"|"FOLLOW KIDS-8058333230009_VERDE-Bracciale GPS Verde"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34927"|"20170802"|"0000000001"|"RB3A021195"|"STICKY BELLIES-302-Adesivi Oh Sew Ready Maternity"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34903"|"20170802"|"0000000002"|"RB3A021330"|"FOLLOW KIDS-8058333230009_BLU-Bracciale GPS Blu"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34903"|"20170802"|"0000000001"|"RB3A021327"|"FOLLOW KIDS-8058333230009_ROSA-Bracciale GPS Rosa"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34938"|"20170802"|"0000000001"|"RB3A019591"|"BABYDAM-babydamg-Babydam Riduttore per Vasca da Bagno Grigio e Bianco"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34910"|"20170802"|"0000000001"|"RB3A020113"|"IGOR SHOES-S10107-083-Sandali da Spiaggia Tenis Azzurro-25"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34862"|"20170801"|"0000000001"|"RB3A019601"|"BABY ELEPHANT EARS-1038-Baby Elephant Ears Cuscino Ergonomico Amici del Bosco"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34861"|"20170801"|"0000000001"|"RB3A021277"|"QAMELEO-LUS001F-Specchio Morbido Onde"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34895"|"20170801"|"0000000001"|"RB3A019521"|"DOODOO-122-BabiAge DooDoo 0122 coniglio a strisce grigio"|"0000000002"|"0000000000"
"0000000527"|"20170804"|"#34858"|"20170801"|"0000000001"|"RB3A021330"|"FOLLOW KIDS-8058333230009_BLU-Bracciale GPS Blu"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34857"|"20170801"|"0000000001"|"RB3A021328"|"FOLLOW KIDS-8058333230009_VERDE-Bracciale GPS Verde"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34874"|"20170801"|"0000000001"|"RB3A021330"|"FOLLOW KIDS-8058333230009_BLU-Bracciale GPS Blu"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34892"|"20170801"|"0000000001"|"RB3A011069"|"A LITTLE LOVELY COMPANY-LTBX030-Box lampada Lightbox XL"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34860"|"20170801"|"0000000001"|"RB3A021331"|"FOLLOW KIDS-8058333230009_ROSSO-Bracciale GPS Rosso"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34846"|"20170801"|"0000000002"|"RB3A021328"|"FOLLOW KIDS-8058333230009_VERDE-Bracciale GPS Verde"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34846"|"20170801"|"0000000001"|"RB3A021332"|"FOLLOW KIDS-8058333230009_GIALLO-Bracciale GPS Giallo"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34866"|"20170801"|"0000000001"|"RB3A021327"|"FOLLOW KIDS-8058333230009_ROSA-Bracciale GPS Rosa"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34836"|"20170801"|"0000000001"|"RB3A017489"|"EFFII-5901832944683-Cuscino Allattamento Luna Verde Menta XXL"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34845"|"20170801"|"0000000001"|"RB3A021330"|"FOLLOW KIDS-8058333230009_BLU-Bracciale GPS Blu"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34854"|"20170801"|"0000000001"|"RB3A021327"|"FOLLOW KIDS-8058333230009_ROSA-Bracciale GPS Rosa"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34842"|"20170801"|"0000000001"|"RB3A020443"|"IGOR SHOES-S10104-022-Sandali Ragnetto Tobby Rosa-19"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34880"|"20170801"|"0000000001"|"RB3A012778"|"BAGHERA-LPN878-Macchinina Speedster Plane"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34880"|"20170801"|"0000000002"|"RB3A017361"|"BAGHERA-LPN32004-Set Da Pilota Vintage"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34840"|"20170801"|"0000000001"|"RB3A009884"|"A LITTLE LOVELY COMPANY-LTBX001-Box Lampada A5 per scritte"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#33877C"|"20170731"|"0000000001"|"RB3A017457"|"EFFII-5901832942108-Cuffia Neonato Grigia Con Cuore Bianco 0-1 mese"|"0000000002"|"0000000000"
"0000000527"|"20170804"|"#34805"|"20170731"|"0000000002"|"RB3A020026"|"IGOR SHOES-S10108-090-Sandali da Spiaggia Cholo Rosa-29"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34805"|"20170731"|"0000000001"|"RB3A019992"|"IGOR SHOES-S10108-003-Sandali da Spiaggia Cholo Blu Navy-31"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34792"|"20170731"|"0000000001"|"RB3A021292"|"ANORAK-TB-HH-Borsa da Toeletta Grande Ricci"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34797"|"20170731"|"0000000001"|"RB3A020995"|"MINILAND-89160-Elefantino con Registratore Vocale BeMyBuddy"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34808"|"20170731"|"0000000001"|"RB3A018232"|"CHILDHOME-CWMBBBL-BORSA FASCIATOIO MAMMY BAG NERA"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34814"|"20170731"|"0000000001"|"RB3A018199"|"ELODIE DETAILS-103795-ZANZARIERA PER PASSEGGINO BLACK EDITION"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34811"|"20170731"|"0000000001"|"RB3A018233"|"CHILDHOME-CWMBBWH-BORSA FASCIATOIO MAMMY BAG BIANCA"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34813"|"20170731"|"0000000001"|"RBGIFT50"|"RocketBaby-GiftCard da 50�"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34770"|"20170730"|"0000000001"|"RB3A020049"|"IGOR SHOES-S10169-063-Sandali da Spiaggia Topolino-20"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34701"|"20170730"|"0000000001"|"RB3A021293"|"ANORAK-TB-WDB-Borsa da Toeletta Grande Oche"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34764"|"20170730"|"0000000001"|"RB3A015201"|"INNOBABY-IN-AQ-H01-Innobaby - AquaHeat - WARM Heat Pack - set of 6"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34764"|"20170730"|"0000000002"|"RB3A015198"|"INNOBABY-IN-AQ-B01-Innobaby - AquaHeat 10oz Stainless Bottle e Warmer"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34740"|"20170730"|"0000000001"|"RB3A018201"|"ELODIE DETAILS-103797-ZANZARIERA PER PASSEGGINO POIS"|"0000000001"|"0000000000"
"0000000527"|"20170804"|"#34703"|"20170730"|"0000000001"|"RB3A018196"|"ELODIE DETAILS-103785-MATERASSINO DA PASSEGGINO GRAPHIC DEVOTION"|"0000000001"|"0000000000"
