"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#35783"|"34067317"|"00000000000000373419"|"201705005322985"|"20170821"|"1"|"RB3A020983"|"TOBY TIGER-BLOCAT01-Copertina in Cotone Gatto Rosa"|"0000000001"|"0000056.72"
"#35783"|"34067317"|"00000000000000373419"|"201705005322985"|"20170821"|"2"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000056.72"
"#35709"|"34091317"|"00000000000000373409"|"201705005323003"|"20170821"|"2"|"RB3A020562"|"MIAMI KIDS-2DTZ9300-Tutina 2 Pezzi a Righe Grigio Antracite-9 Mesi"|"0000000001"|"0000050.72"
"#35709"|"34091317"|"00000000000000373409"|"201705005323003"|"20170821"|"1"|"RB3A015101"|"JELLY CAT-BAS3BCP-Puppy Makes Mischief Pelouche"|"0000000001"|"0000050.72"
"#35644"|"34107317"|"00000000000000373579"|"201705005323050"|"20170821"|"2"|"RB3A018146"|"ELODIE DETAILS-103149-CORDINO CIUCCIO GRAPHIC DEVOTION"|"0000000001"|"0000026.82"
"#35644"|"34107317"|"00000000000000373579"|"201705005323050"|"20170821"|"1"|"RB3A009390"|"ELODIE DETAILS-103134-Cordoncino Ciuccio - Apple of my eye"|"0000000001"|"0000026.82"
"#35611"|"34110317"|"00000000000000373019"|"201705005322759"|"20170821"|"1"|"RB3A008467"|"BEATRIX NY-BEA0001.PE-Zaino grande Polipo Penelope"|"0000000001"|"0000044.76"
"#35583"|"34112317"|"00000000000000372219"|"201705005322958"|"20170821"|"1"|"RB3A014895"|"ROCKETBABY-RBP16337-Scatola Portagiochi Coniglio"|"0000000001"|"0000027.86"
"#35551"|"34116317"|"00000000000000371989"|"201705005322404"|"20170821"|"1"|"RB3A019975"|"BABY BANANA BRUSH-BR003-BBBT infant (handled) toothbrush"|"0000000001"|"0000019.86"
"#35522"|"34121317"|"00000000000000373289"|"201705005322957"|"20170821"|"2"|"RB3A013774"|"BLADEeROSE-5060257466153-Leggings Pineapple 0-6m"|"0000000001"|"0000048.21"
"#35522"|"34121317"|"00000000000000373289"|"201705005322957"|"20170821"|"3"|"RB3A019842"|"SKIP HOP-235100-Moby -COLORE UNICO"|"0000000001"|"0000048.21"
"#35522"|"34121317"|"00000000000000373289"|"201705005322957"|"20170821"|"1"|"RB3A019724"|"SUAVINEX-QS0240005-BIOBABY FRESCO TESSUTO"|"0000000001"|"0000048.21"
"#35763"|"34073317"|"00000000000000373149"|"201705005322875"|"20170821"|"1"|"RB3A021124"|"KIDSME-160337_LA-Food Feeder Grande - Lavanda"|"0000000001"|"0000030.82"
"#35763"|"34073317"|"00000000000000373149"|"201705005322875"|"20170821"|"2"|"RB3A019976"|"BABY BANANA BRUSH-BR003P-Pink BBBt Pink infant (handled) toothbrush"|"0000000001"|"0000030.82"
"#35787"|"34066317"|"00000000000000372449"|"201705005322626"|"20170821"|"1"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000025.86"
"#35782"|"34068317"|"00000000000000371829"|"201705005323024"|"20170821"|"1"|"RB3A020739"|"BUMBO-BMB401-Rialzo da Pavimento e Rialzo da Sedia 2 in 1 Blu"|"0000000001"|"0000079.86"
"#35520"|"34122317"|"00000000000000372879"|"201705005322996"|"20170821"|"1"|"RB3A015742"|"IIAMO-703-Cartucce termiche per biberon autoriscaldante"|"0000000001"|"0000013.85"
"#35513"|"34125317"|"00000000000000371809"|"201705005323012"|"20170821"|"1"|"RB3A020817"|"ELODIE DETAILS-103806-Ombrellino Parasole per Passeggino Vanila White"|"0000000001"|"0000061.76"
"#35492"|"34134317"|"00000000000000373489"|"201705005323002"|"20170821"|"2"|"RB3A021005"|"CUP CATCHER-CC08CL-Cordino salva Bottiglie e Gioco per la Dentizione 2 in 1 Corallo"|"0000000001"|"0000035.82"
"#35492"|"34134317"|"00000000000000373489"|"201705005323002"|"20170821"|"1"|"RB3A019454"|"FUNKY BOX-8718347900205-Scatola piccola Azzurro con Stella Bianca"|"0000000001"|"0000035.82"
"#35469"|"34140317"|"00000000000000371969"|"201705005322403"|"20170821"|"1"|"RB3A019975"|"BABY BANANA BRUSH-BR003-BBBT infant (handled) toothbrush"|"0000000001"|"0000019.86"
"#35462"|"34143317"|"00000000000000373229"|"201705005322898"|"20170821"|"1"|"RB3A012374"|"ROCKETBABY-RBP16307-Cesto Portagiochi Juicy l'Ananas"|"0000000001"|"0000046.72"
"#35462"|"34143317"|"00000000000000373229"|"201705005322898"|"20170821"|"2"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000046.72"
"#35430"|"34155317"|"00000000000000372439"|"201705005322627"|"20170821"|"1"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000025.86"
"#35776"|"34161317"|"00000000000000371519"|"201705005322377"|"20170821"|"1"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000000.00"
"#35719"|"34176317"|"00000000000000372199"|"201705005322924"|"20170821"|"1"|"RB3A014884"|"ROCKETBABY-RBP16347-Sacco Nanna Balena Verde Menta"|"0000000001"|"0000000.00"
"#35664"|"34183317"|"00000000000000373479"|"201705005323004"|"20170821"|"1"|"RB3A019449"|"FUNKY BOX-8718347900083-Scatola Rosa con Cuore Bianco"|"0000000001"|"0000000.00"
"#35664"|"34183317"|"00000000000000373479"|"201705005323004"|"20170821"|"2"|"RB3A019451"|"FUNKY BOX-8718347900182-Scatola Fucsia con Cuore Bianco"|"0000000001"|"0000000.00"
"#35650"|"34186317"|"00000000000000372529"|"201705005322975"|"20170821"|"1"|"RB3A007850"|"LIMOBASICS-09509R_AZM_74-80-Culotte blu navy AZM"|"0000000001"|"0000000.00"
"#35616"|"34197317"|"00000000000000372649"|"201705005322681"|"20170821"|"1"|"RB20006J"|"FCTRY-pcsta01-Ciuccio Gentleman"|"0000000001"|"0000000.00"
"#35614"|"34198317"|"00000000000000372569"|"201705005322664"|"20170821"|"1"|"RB3A007737"|"COQ EN PATE-L13ESACRUKMBLIO-Sacca Leone"|"0000000001"|"0000000.00"
"#35608"|"34201317"|"00000000000000372279"|"201705005322897"|"20170821"|"1"|"RB3A013052"|"A LITTLE LOVELY COMPANY-LTSM031-Lampada Mini Stella Menta"|"0000000001"|"0000000.00"
"#35762"|"34074317"|"00000000000000372669"|"201705005322740"|"20170821"|"1"|"RB3A021217"|"NEW BALANCE-NBKL574CBC-Scarpa Kids Lifestyle GREY/BLUE Leather M-1"|"0000000001"|"0000036.86"
"#35757"|"34075317"|"00000000000000372469"|"201705005322640"|"20170821"|"1"|"RB3A009312"|"ROCKETBABY-RBP15100301-Cesto per Passeggino Camaleonte"|"0000000001"|"0000025.86"
"#35753"|"34078317"|"00000000000000371489"|"201705005322367"|"20170821"|"1"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000025.86"
"#35741"|"34081317"|"00000000000000371869"|"201705005322522"|"20170821"|"1"|"RB3A020544"|"MIAMI KIDS-0339_LADYBUG-Babbucce Soft Sole Coccinella-9-12 Mesi"|"0000000001"|"0000021.86"
"#35766"|"34072317"|"00000000000000373729"|""|"20170821"|"3"|"RB3A007734"|"COQ EN PATE-L15SACRUKMBREQ-Sacca Squalo"|"0000000001"|"0000060.08"
"#35766"|"34072317"|"00000000000000373729"|""|"20170821"|"2"|"RB3A020662"|"MIAMI KIDS-SKW250-Tutina 2 Pezzi a Maniche Corte Beep Beep-5 T"|"0000000001"|"0000060.08"
"#35766"|"34072317"|"00000000000000373729"|""|"20170821"|"1"|"RB3A012375"|"ROCKETBABY-RBP16308-Cesto Portagiochi Fluffy la Nuvola"|"0000000001"|"0000060.08"
"#35754"|"34077317"|"00000000000000372019"|"201705005322879"|"20170821"|"1"|"RB3A019671"|"BUBBLEGUM STUFF-14052-Bubblegum Stuff Babychino Sippy Cup"|"0000000001"|"0000015.86"
