"RicNumero"|"RicProtocollo"|"RicData"|"RicDataConsegna"|"RicOrdineNumero"|"RicOrdineData"|"RicCodiceFornitore"|"RicRagSocFornitore"|"RicAnaArtCodice"|"RicAnaArtDescrizione"|"RicQuantitaOrdinata"|"RicQuantitaRicevuta"
"RESO ORD. 34208"|"4010217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A008326"|"COQ EN PATE-L13EACCBOBMBLIOCappellino Leone L (4-6 anni)"|"0000000000"|"0000000001"
"RESO ORD. 34208"|"4010217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020911"|"LA MILLOU PARENTS PRIDE-SBC-DCW-SY-Copertura per Cinture di Sicurezza Acchiappasogni"|"0000000000"|"0000000001"
"RESO ORD. 34367"|"4008217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A012379"|"THE MAGIC DOOR STORE-0700461482444-My Elf Door Blue"|"0000000000"|"0000000001"
"RESO ORD. 33364"|"4007217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020979"|"MAGIC BED-MB070-02-Mini MagicBed ARTIC BLUE"|"0000000000"|"0000000001"
"RESO ORD. 30675"|"4013217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020050"|"IGOR SHOES-S10169-063-Sandali da Spiaggia Topolino-21"|"0000000000"|"0000000001"
"RESO ORD. 33060"|"4006217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A010119"|"ELODIE DETAILS-103783-Materassino da Passeggino Colori del Vento"|"0000000000"|"0000000001"
"RESO ORD. 33837"|"4014217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020978"|"BUGGYGEAR-BGRPYMNKY-SMART PHONE HOLDER - MONKEY"|"0000000000"|"0000000001"
"RESO ORD. 34208"|"4010217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A021140"|"CHILDHOME-CHSBCPW-Set 4 Paraspigoli Bianco"|"0000000000"|"0000000001"
"RESO ORD. 35270"|"4011217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A019975"|"BABY BANANA BRUSH-BR003-BBBT infant (handled) toothbrush"|"0000000000"|"0000000001"
"RESO ORD. 33837"|"4014217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A019773"|"SUAVINEX-QS005DR03-DUCCIO STERILIZZACIUCCIO ROSSO"|"0000000000"|"0000000001"
"RESO ORD. 33892"|"4009217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020606"|"MIAMI KIDS-XTZ8208-Tutina senza Maniche a 2 Pezzi Squali-9 Mesi"|"0000000000"|"0000000001"
"RESO ORD. 34318"|"4015217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A021119"|"TOMY-LCE72548-Gioco per Bagnetto Medusa"|"0000000000"|"0000000001"
"RESO ORD. 34367"|"4008217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A012383"|"THE MAGIC DOOR STORE-0700461482536-Magiche Impronte"|"0000000000"|"0000000001"
"RESO ORD. 33892"|"4009217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A020686"|"MIAMI KIDS-CC00410-Tutina Intera a Maniche Corte Volpe-9 Mesi"|"0000000000"|"0000000001"
"RESO ORD. 34280"|"4012217"|"20170906"|"20170906"|""|"00000000"|"00002"|"ROCKETBABY"|"RB3A009817"|"FCTRY-GLSTA21-Occhiali da Sole Baby Neri 0-2 anni"|"0000000000"|"0000000001"
