"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000540"|"20170828"|"#36037"|"20170827"|"0000000001"|"RB3A021196"|"STICKY BELLIES-307-Adesivi Patterned Princess Girls"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36047"|"20170827"|"0000000001"|"RBGIFT50"|"RocketBaby-GiftCard da 50�"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36075"|"20170827"|"0000000001"|"RB3A011029"|"UP WARSAW-Biplane Shelf dashy wooden-Mensola Biplano color Legno"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36020"|"20170827"|"0000000001"|"RB3A009494"|"HOBEA-4260329471851-Babbucce Agnellino 18-24 Mesi"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36050"|"20170827"|"0000000001"|"RB3A018642"|"LITTLELIFE-L10980-Zaino Littlelife 1-3 anni Minnie"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#35999"|"20170827"|"0000000001"|"RBGIFT100"|"RocketBaby-GiftCard da 100�"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36024"|"20170827"|"0000000001"|"RB3A020970"|"KISKISE-KK_SNS611-Seggiolone da Borsetta Multicolor"|"0000000002"|"0000000000"
"0000000540"|"20170828"|"#36069"|"20170827"|"0000000001"|"RB3A018642"|"LITTLELIFE-L10980-Zaino Littlelife 1-3 anni Minnie"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36016"|"20170827"|"0000000001"|"RBGIFT100"|"RocketBaby-GiftCard da 100�"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36040"|"20170827"|"0000000001"|"RBGIFT50"|"RocketBaby-GiftCard da 50�"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36049"|"20170827"|"0000000001"|"RB3A015626"|"JET KIDS- BEDBOX RED-Lettino da viaggio treno e aereo rosso"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36055"|"20170827"|"0000000001"|"RB3A017388"|"BABYBREZZA-FRP0045EU-Macchinetta Del Latte In Polvere"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36061"|"20170827"|"0000000001"|"RB3A017796"|"A LITTLE LOVELY COMPANY-BGMS005-Backpack Miss Sunshine"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36077"|"20170827"|"0000000001"|"RB3A013413"|"HOBEA-4057257001997-Stivaletti di pelo Marroni 6-12 mesi"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36044"|"20170827"|"0000000001"|"RB3A017796"|"A LITTLE LOVELY COMPANY-BGMS005-Backpack Miss Sunshine"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36044"|"20170827"|"0000000002"|"RB3A008467"|"BEATRIX NY-BEA0001.PE-Zaino grande Polipo Penelope"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#36071"|"20170827"|"0000000001"|"RB3A021326"|"LITTLELIFE-L12440-Zaino 3+ anni Minnie"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#35954"|"20170824"|"0000000002"|"RB3A010529"|"KUK-FL346-12-Body a maniche lunghe Amici del Bosco Verde 6-12 mesi"|"0000000001"|"0000000000"
"0000000540"|"20170828"|"#35954"|"20170824"|"0000000003"|"RB3A018259"|"KUK-FL326-12-Body a maniche lunghe con Balena Grigio-6-12 Mesi"|"0000000001"|"0000000000"
