"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#36603"|"35082317"|"00000000000000382739"|"201705005346443"|"20170907"|"1"|"RB3A016475"|"ROCKETBABY-RBP16360-Cesto Passeggino Narvalo"|"0000000001"|"0000025.86"
"#36599"|"35083317"|"00000000000000382709"|"201705005346434"|"20170907"|"1"|"RB3A016476"|"ROCKETBABY-RBP16361-Cesto Passeggino Coniglio"|"0000000001"|"0000025.86"
"#36593"|"35084317"|"00000000000000382909"|"201705005346969"|"20170907"|"1"|"RB3A021335"|"ANORAK-TB-KS-Borsa da Toeletta Grande Cervi"|"0000000001"|"0000085.64"
"#36593"|"35084317"|"00000000000000382909"|"201705005346969"|"20170907"|"2"|"RB3A021293"|"ANORAK-TB-WDB-Borsa da Toeletta Grande Oche"|"0000000001"|"0000085.64"
"#36593"|"35084317"|"00000000000000382909"|"201705005346969"|"20170907"|"3"|"RB3A021292"|"ANORAK-TB-HH-Borsa da Toeletta Grande Ricci"|"0000000001"|"0000085.64"
"#36593"|"35084317"|"00000000000000382909"|"201705005346969"|"20170907"|"4"|"RB3A020701"|"ROCKETBABY-RBP16363-Set 2 Swaddle 120 x 120 cm Black House e Kong Fu Panda"|"0000000001"|"0000085.64"
"#36588"|"35085317"|"00000000000000382569"|"201705005346897"|"20170907"|"1"|"RB3A021125"|"KIDSME-160337_AQ-Food Feeder Grande - Acquamarina"|"0000000001"|"0000017.86"
"#36582"|"35086317"|"00000000000000382779"|"201705005346485"|"20170907"|"1"|"RB3A011137"|"ROCKETBABY-RBP16306-Cesto Contenitore ZigZag Verde"|"0000000001"|"0000027.76"
"#36575"|"35087317"|"00000000000000382559"|"201705005346894"|"20170907"|"1"|"RB3A021126"|"KIDSME-160350_LA-Food Feeder Medio - Lavanda"|"0000000001"|"0000017.86"
"#36567"|"35088317"|"00000000000000382999"|"201705005346918"|"20170907"|"1"|"RB3A020908"|"PLAY e GO-cactus-Sacco Portagiochi Cactus"|"0000000001"|"0000055.76"
"#36567"|"35088317"|"00000000000000382999"|"201705005346918"|"20170907"|"2"|"RB3A008897"|"TYRRELL KATZ-Borraccia Giungla"|"0000000001"|"0000055.76"
"#36560"|"35089317"|"00000000000000382579"|"201705005346415"|"20170907"|"1"|"RB3A020710"|"ROCKETBABY-RBP16372-Set 2 Swaddle 60 x 70 cm Flamingo e Rana"|"0000000001"|"0000022.86"
"#36558"|"35090317"|"00000000000000382589"|"201705005346427"|"20170907"|"1"|"RB3A020502"|"MIAMI KIDS-1529_RED-Sneakers Soft Sole Bianche e Rosse-9-12 Mesi"|"0000000001"|"0000021.86"
"#36549"|"35091317"|"00000000000000382659"|"201705005346410"|"20170907"|"1"|"RB3A018674"|"NUM NUM-NUM100-Num Num Set 2 Cucchiai"|"0000000001"|"0000020.86"
"#36548"|"35092317"|"00000000000000382819"|"201705005346984"|"20170907"|"1"|"RB3A010043"|"DUUX-DUATP03-Olio Essenziale alla Citronella per Purificatore d'Aria"|"0000000002"|"0000030.80"
"#36462"|"35093317"|"00000000000000382679"|"201705005346380"|"20170907"|"1"|"RB3A017799"|"A LITTLE LOVELY COMPANY-BPBA007-Mini Backpack Bat"|"0000000001"|"0000021.86"
"#36439"|"35094317"|"00000000000000382689"|"201705005346400"|"20170907"|"1"|"RB3A017795"|"A LITTLE LOVELY COMPANY-BGGH006-Backpack Ghost"|"0000000001"|"0000027.76"
"#36284"|"35095317"|"00000000000000382849"|"201705005346501"|"20170907"|"1"|"RB3A020881"|"KG DESIGN-3029-Tovaglietta in Silicone Macchinina Verde Acqua"|"0000000001"|"0000041.72"
"#36284"|"35095317"|"00000000000000382849"|"201705005346501"|"20170907"|"2"|"RB3A017795"|"A LITTLE LOVELY COMPANY-BGGH006-Backpack Ghost"|"0000000001"|"0000041.72"
"#36257"|"35096317"|"00000000000000382879"|"201705005347065"|"20170907"|"1"|"RB3A019435"|"EFFII-5901832946151-Effii Copertina in Cotone Rosa"|"0000000001"|"0000133.78"
