"SimEsiExpIDSimulazione"|"SimEsiExpDataSimulazione"|"SimEsiExpNumeroOrdine"|"SimEsiExpDataOrdine"|"SimEsiExpRigaOrdine"|"SimEsiExpRichArtCodice"|"SimEsiExpRichArtDescrizione"|"SimEsiExpRichQtaRichiesta"|"SimEsiExpRichQtaImpegnata"
"0000000553"|"20170913"|"#37130"|"20170912"|"0000000002"|"RB3A022086"|"BLADEeROSE-20609-Leggings Sheep-2-3 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37130"|"20170912"|"0000000001"|"RB3A019870"|"SKIP HOP-252303-Bottiglia da Viaggio con cannuccia-SCIMMIA"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37008"|"20170912"|"0000000002"|"RB3A022082"|"BLADEeROSE-20605-Leggings Scottie Dog-3-4 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37008"|"20170912"|"0000000001"|"RB3A022067"|"BLADEeROSE-20590-Leggings Racoon-3-4 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37022"|"20170912"|"0000000003"|"RB3A022041"|"BLADEeROSE-20569-Leggings Guitar-2-3 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37022"|"20170912"|"0000000002"|"RB3A022046"|"BLADEeROSE-20539-Leggings London Bus-2-3 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37022"|"20170912"|"0000000001"|"RB3A022091"|"BLADEeROSE-20614-Leggings Submarine-2-3 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37074"|"20170912"|"0000000001"|"RB3A021485"|"IGOR SHOES-W10100-008-Stivali in Gomma Chufo Cuello Giallo-23"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37074"|"20170912"|"0000000002"|"RB3A009609"|"HOBEA-4260329472858-Babbucce Aeroplano 18-24 Mesi"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37012"|"20170912"|"0000000001"|"RB3A009541"|"HOBEA-4260329471011-Babbucce Cuori Nere 30-36 Mesi"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37018"|"20170912"|"0000000001"|"RB3A013453"|"ELODIE DETAILS-103495-Cappellino Chestnut Leather 24-36m"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37009"|"20170912"|"0000000002"|"RB3A022018"|"BLADEeROSE-20548-Leggings Crocodile-1-2 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37009"|"20170912"|"0000000001"|"RB3A022090"|"BLADEeROSE-20613-Leggings Submarine-1-2 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37027"|"20170912"|"0000000001"|"RB3A022055"|"BLADEeROSE-20578-Leggings Pink Gingerbread-1-2 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37025"|"20170912"|"0000000001"|"RB3A022090"|"BLADEeROSE-20613-Leggings Submarine-1-2 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37025"|"20170912"|"0000000002"|"RB3A022085"|"BLADEeROSE-20608-Leggings Sheep-1-2 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37095"|"20170912"|"0000000001"|"RB3A021506"|"IGOR SHOES-W10105-005-Stivali in Gomma Pipo Nautico Rosso-20"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37112"|"20170912"|"0000000001"|"RB3A017755"|"YOOKIDOO-YKD40126-Gymotion Activity PlayLand"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37084"|"20170912"|"0000000003"|"RB3A022056"|"BLADEeROSE-20579-Leggings Pink Gingerbread-2-3 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37084"|"20170912"|"0000000002"|"RB3A022101"|"BLADEeROSE-20624-Leggings Tweetie Bird-2-3 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37084"|"20170912"|"0000000001"|"RB3A022026"|"BLADEeROSE-20554-Leggings Flower-2-3 Anni"|"0000000001"|"0000000000"
"0000000553"|"20170913"|"#37026"|"20170912"|"0000000004"|"RB3A022025"|"BLADEeROSE-20553-Leggings Flower-1-2 Anni"|"0000000001"|"0000000000"
