"SpeNumeroOrdine"|"SpeNumeroProtocollo"|"SpeEtichettaCollo"|"SpeTrackingNumero"|"SpeDataImport"|"SpeRigaOrdine"|"SpeArtCodice"|"SpeArtDescrizione"|"SpeArtQta"|"SpeCostoContrassegno"
"#35399"|"33974317"|"00000000000000370509"|"201705005320553"|"20170811"|"1"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000001"|"0000032.93"
"#35399"|"33974317"|"00000000000000370509"|"201705005320553"|"20170811"|"2"|"RB3A019874"|"SKIP HOP-252332-Bottiglia da Viaggio con cannuccia-UNICORNO"|"0000000001"|"0000032.93"
"#35397"|"33975317"|"00000000000000370759"|"201705005320696"|"20170811"|"1"|"RB3A020875"|"LA MILLOU PARENTS PRIDE-PIG-LM-NV-Cuscino Porcellino La Mobile"|"0000000001"|"0000025.86"
"#35396"|"33976317"|"00000000000000370649"|"201705005320654"|"20170811"|"1"|"RB3A018697"|"NEW BALANCE-NBKV574WTI-Scarpa New Balance Kids Lifestyle in Pelle Grigio/Azzurro-4"|"0000000001"|"0000043.77"
"#35390"|"33977317"|"00000000000000371259"|"201705005320974"|"20170811"|"1"|"RB3A017731"|"BLOOMING BATH-004019-Vasca A Fiore Per Il Bagnetto Fucsia"|"0000000001"|"0000057.70"
"#35384"|"33978317"|"00000000000000371329"|"201705005320998"|"20170811"|"1"|"RB3A011622"|"BIG MOUTH-BMPFBS-Ciambellone gonfiabile XXL Cigno nero"|"0000000001"|"0000025.86"
"#35376"|"33979317"|"00000000000000370749"|"201705005320692"|"20170811"|"1"|"RB3A020870"|"LA MILLOU PARENTS PRIDE-AW-PPE-ECR-Supporto Ergonomico per la Testa Pinguino Pepe"|"0000000001"|"0000043.72"
"#35376"|"33979317"|"00000000000000370749"|"201705005320692"|"20170811"|"2"|"RB3A020874"|"LA MILLOU PARENTS PRIDE-PIG-HL-RY-Cuscino Porcellino Hello Llamas"|"0000000001"|"0000043.72"
"#35371"|"33980317"|"00000000000000371209"|"201705005320912"|"20170811"|"1"|"RB3A019771"|"BIG MOUTH-BMBT-SB-Beach Blanket Strawberry 1.5m NEW"|"0000000001"|"0000017.08"
"#35370"|"33981317"|"00000000000000371319"|"201705005321004"|"20170811"|"1"|"RB3A014096"|"NIKE-454501-PICO 4 (TDV) NERA 4C-EU19.5"|"0000000001"|"0000033.80"
"#35358"|"33982317"|"00000000000000370529"|"201705005320562"|"20170811"|"1"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000001"|"0000025.86"
"#35354"|"33983317"|"00000000000000371239"|"201705005320947"|"20170811"|"1"|"RB3A018639"|"LITTLELIFE-L10830-Zaino Littlelife 1-3 anni Dinosauro"|"0000000001"|"0000042.80"
"#34841A"|"33984317"|"00000000000000370499"|"201705005320569"|"20170811"|"1"|"RB3A008904"|"TYRRELL KATZ-Lunch Box dinosauri"|"0000000001"|"0000080.62"
"#34841A"|"33984317"|"00000000000000370499"|"201705005320569"|"20170811"|"2"|"RB3A008892"|"TYRRELL KATZ-Borraccia dinosauri"|"0000000001"|"0000080.62"
"#34841A"|"33984317"|"00000000000000370499"|"201705005320569"|"20170811"|"4"|"RB3A019653"|"FUNKIT WORLD-SBU-06-Funkit World Secchiello da Spiaggia in Silicone Viola"|"0000000001"|"0000080.62"
"#34841A"|"33984317"|"00000000000000370499"|"201705005320569"|"20170811"|"6"|"RB3A019656"|"FUNKIT WORLD-SSP-53-Funkit World Paletta per la Sabbia in Silicone Viola"|"0000000001"|"0000080.62"
"#34841A"|"33984317"|"00000000000000370499"|"201705005320569"|"20170811"|"7"|"RB3A019657"|"FUNKIT WORLD-SSP-54-Funkit World Paletta per la Sabbia in Silicone Verde Lime"|"0000000001"|"0000080.62"
"#34560A"|"33985317"|"00000000000000370549"|"201705005320583"|"20170811"|"1"|"RB3A021134"|"KIDSME-9655-Accessorio per la Dentizione Ghiacciolo Moo Moo"|"0000000001"|"0000046.68"
"#34560A"|"33985317"|"00000000000000370549"|"201705005320583"|"20170811"|"2"|"RB3A010101"|"ELODIE DETAILS-103148-Cordoncino Ciuccio - Acchiappasogni"|"0000000001"|"0000046.68"
"#34560A"|"33985317"|"00000000000000370549"|"201705005320583"|"20170811"|"3"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000001"|"0000046.68"
"#34521A"|"33986317"|"00000000000000370799"|"201705005320721"|"20170811"|"1"|"RB3A021094"|"FREDS SWIM ACADEMY-10110-Ciambella Salvagente Rossa"|"0000000001"|"0000039.82"
"#34521A"|"33986317"|"00000000000000370799"|"201705005320721"|"20170811"|"2"|"RB3A021126"|"KIDSME-160350_LA-Food Feeder Medio - Lavanda"|"0000000001"|"0000039.82"
"#33538B"|"33987317"|"00000000000000370699"|"201705005320714"|"20170811"|"1"|"RB3A011341"|"SUPERGA-S001FJ0 02Y 22-Sneaker Bambino/a Azzurro Marino 22"|"0000000001"|"0000056.81"
"#33538B"|"33987317"|"00000000000000370699"|"201705005320714"|"20170811"|"2"|"RB3A020001"|"IGOR SHOES-S10108-017-Sandali da Spiaggia Cholo Grigio-22"|"0000000001"|"0000056.81"
"#35083"|"33988317"|"00000000000000370719"|"201705005320718"|"20170811"|"1"|"RB3A020267"|"DAIKOS-SQD217TU45-Pinna da Squalo Arancione"|"0000000002"|"0000085.12"
"#34703"|"33989317"|"00000000000000371289"|"201705005320973"|"20170811"|"1"|"RB3A018196"|"ELODIE DETAILS-103785-MATERASSINO DA PASSEGGINO GRAPHIC DEVOTION"|"0000000001"|"0000043.77"
"#35404"|"33990317"|"00000000000000370679"|"201705005320705"|"20170811"|"1"|"RB3A019975"|"BABY BANANA BRUSH-BR003-BBBT infant (handled) toothbrush"|"0000000001"|"0000000.00"
"#35400"|"33991317"|"00000000000000370659"|"201705005320677"|"20170811"|"1"|"RB3A019961"|"MIAMI KIDS-S15901A-NAVYBLUE-Sneaker Slip on Baby Blu Navy-23"|"0000000001"|"0000000.00"
"#35400"|"33991317"|"00000000000000370659"|"201705005320677"|"20170811"|"2"|"RB3A019937"|"MIAMI KIDS-S15901A-YELLOW-Sneaker Slip on Baby Giallo-23"|"0000000001"|"0000000.00"
"#35391"|"33992317"|"00000000000000370739"|"201705005320689"|"20170811"|"1"|"RB3A021327"|"FOLLOW KIDS-8058333230009_ROSA-Bracciale GPS Rosa"|"0000000001"|"0000000.00"
"#35391"|"33992317"|"00000000000000370739"|"201705005320689"|"20170811"|"2"|"RB3A020714"|"ROCKETBABY-RBP16376-Set 6 Swaddle Clips Gradazione Rosa per Passeggino e Culla"|"0000000001"|"0000000.00"
"#35388"|"33993317"|"00000000000000370569"|"201705005320601"|"20170811"|"1"|"RB3A009910"|"A LITTLE LOVELY COMPANY-LTIP015-Lampada Mini Gelato Fragola"|"0000000001"|"0000000.00"
"#35383"|"33994317"|"00000000000000371199"|"201705005320914"|"20170811"|"1"|"RB3A021189"|"LA MILLOU PARENTS PRIDE-HEN-ECR-WER-Cuscino Chioccia Wolfie Rain"|"0000000001"|"0000000.00"
"#35381"|"33995317"|"00000000000000371299"|"201705005320972"|"20170811"|"1"|"RB3A016483"|"A LITTLE LOVELY COMPANY-neon06-Luce Al Neon Fulmine Giallo"|"0000000001"|"0000000.00"
"#35368"|"33996317"|"00000000000000370599"|"201705005320641"|"20170811"|"1"|"RB3A011909"|"KANGA CARE-KC-KRRUMPSOS-P125-Pannolino Rumparooz Limited Edition TokiCorno"|"0000000001"|"0000000.00"
"#35368"|"33996317"|"00000000000000370599"|"201705005320641"|"20170811"|"2"|"RB3A012377"|"THE MAGIC DOOR STORE-0700461482406-My Elf Door Red"|"0000000001"|"0000000.00"
"#35368"|"33996317"|"00000000000000370599"|"201705005320641"|"20170811"|"3"|"RB3A021134"|"KIDSME-9655-Accessorio per la Dentizione Ghiacciolo Moo Moo"|"0000000001"|"0000000.00"
"#35368"|"33996317"|"00000000000000370599"|"201705005320641"|"20170811"|"4"|"RB3A021094"|"FREDS SWIM ACADEMY-10110-Ciambella Salvagente Rossa"|"0000000001"|"0000000.00"
"#35366"|"33997317"|"00000000000000370779"|"201705005320720"|"20170811"|"1"|"RB3A021006"|"CUP CATCHER-CC11LG-Cordino salva Bottiglie e Gioco per la Dentizione 2 in 1 Verde"|"0000000001"|"0000000.00"
"#35364"|"33998317"|"00000000000000370619"|"201705005320647"|"20170811"|"1"|"RB3A014892"|"ROCKETBABY-RBP16334-Scatola Portagiochi Zebra"|"0000000001"|"0000000.00"
"#35364"|"33998317"|"00000000000000370619"|"201705005320647"|"20170811"|"2"|"RB3A014893"|"ROCKETBABY-RBP16335-Scatola Portagiochi Leone"|"0000000001"|"0000000.00"
"#35364"|"33998317"|"00000000000000370619"|"201705005320647"|"20170811"|"3"|"RB3A014896"|"ROCKETBABY-RBP16338-Scatola Portagiochi Elefante"|"0000000001"|"0000000.00"
"#35364"|"33998317"|"00000000000000370619"|"201705005320647"|"20170811"|"4"|"RB3A014894"|"ROCKETBABY-RBP16336-Scatola Portagiochi Balena"|"0000000001"|"0000000.00"
"#35360"|"33999317"|"00000000000000370589"|"201705005320643"|"20170811"|"1"|"RB3A011311"|"KANGA CARE-KC-C4025SP-Pannolino Rumparooz Quinn"|"0000000001"|"0000000.00"
"#35360"|"33999317"|"00000000000000370589"|"201705005320643"|"20170811"|"2"|"RB3A021006"|"CUP CATCHER-CC11LG-Cordino salva Bottiglie e Gioco per la Dentizione 2 in 1 Verde"|"0000000001"|"0000000.00"
"#35360"|"33999317"|"00000000000000370589"|"201705005320643"|"20170811"|"3"|"RB3A020564"|"MIAMI KIDS-2DTZ9300-Tutina 2 Pezzi a Righe Grigio Antracite-24 Mesi"|"0000000001"|"0000000.00"
"#35356"|"34000317"|"00000000000000370669"|"201705005320775"|"20170811"|"1"|"RB3A019639"|"I PLAY-721054-816-45-Iplay Costumino Pannolino Contenitivo Mix'n Match Grigio-24 mesi"|"0000000001"|"0000000.00"
"#34881A"|"34001317"|"00000000000000371219"|"201705005320942"|"20170811"|"1"|"RB3A019670"|"BUBBLEGUM STUFF-13591-Bubblegum Stuff Rocket Baby Bottle"|"0000000001"|"0000000.00"
"#34497A"|"34002317"|"00000000000000370829"|"201705005320779"|"20170811"|"1"|"RB3A021201"|"STICKY BELLIES-362-Adesivi Hello Baby"|"0000000001"|"0000000.00"
